@I [HLS-0] Workspace /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0 opened at Wed May 25 14:46:09 PDT 2016
@I [HLS-100] Command     open_solution returned 0; 0.03 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/maxi.lib 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/saxilite.lib 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Command             ap_source returned 0; 0.01 sec.
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/dsp48.lib 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/ip/xfir.lib 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/ip/xfft.lib 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/ip/dds_compiler.lib 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Command           ap_source returned 0; 0.02 sec.
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx_old.lib 
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx_vivado.lib 
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx.hlp 
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/target_info.tcl 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/xilinx_interface.hlp 
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/maxi.hlp 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/saxilite.hlp 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/dsp48.hlp 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Command           ap_source returned 0; 0.02 sec.
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/kintexu/dsp48e2.hlp 
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Execute           get_default_platform 
@I [HLS-100] Command           get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute           config_chip_info -quiet -resource  {SLICE 30300} {LUT 242400}    {FF 484800} {DSP48E 1920}   {BRAM 1200}  
@I [HLS-100] Command           config_chip_info returned 0; 0 sec.
@I [HLS-100] Execute           config_chip_info -quiet -speed medium 
@I [HLS-100] Command           config_chip_info returned 0; 0 sec.
@I [HLS-100] Command         import_lib returned 0; 0.05 sec.
@I [HLS-100] Execute         source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/kintexu/kintexu.gen 
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/virtex.gen 
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx.gen 
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/plb46.gen 
@I [HLS-100] Command               ap_source returned 0; 0.01 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/fsl.gen 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/axi4.gen 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/nativeAXI4.gen 
@I [HLS-100] Execute                 source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/saxilite.gen 
@I [HLS-100] Command                 ap_source returned 0; 0.01 sec.
@I [HLS-100] Execute                 source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/maxi.gen 
@I [HLS-100] Command                 ap_source returned 0; 0.01 sec.
@I [HLS-100] Command               ap_source returned 0; 0.02 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/scripts/xilinxcoregen.gen 
@I [HLS-100] Command               ap_source returned 0; 0.01 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/XilEDKCoreGen.gen 
@I [HLS-100] Command               ap_source returned 0; 0.01 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/ip/xfir.gen 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/ip/util.gen 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/ip/dds_compiler.gen 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/ip/xfft.gen 
@I [HLS-100] Command               ap_source returned 0; 0.11 sec.
@I [HLS-100] Command             ap_source returned 0; 0.16 sec.
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/dsp48.gen 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Command           ap_source returned 0; 0.16 sec.
@I [HLS-100] Command         ap_source returned 0; 0.16 sec.
@I [HLS-100] Execute         get_default_platform 
@I [HLS-100] Command         get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute         config_chip_info -quiet -resource  {SLICE 41460} {LUT 331680}    {FF 663360} {DSP48E 2760}   {BRAM 2160}  
@I [HLS-100] Command         config_chip_info returned 0; 0 sec.
@I [HLS-100] Execute         config_chip_info -quiet -speed medium 
@I [HLS-100] Command         config_chip_info returned 0; 0 sec.
@I [HLS-100] Command       add_library returned 0; 0.24 sec.
@I [HLS-100] Execute       add_library xilinx/kintexu/kintexu_fpv7 
@I [HLS-100] Execute         get_default_platform 
@I [HLS-100] Command         get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute         open_platform DefaultPlatform 
@I [HLS-100] Command         open_platform returned 0; 0 sec.
@I [HLS-100] Execute         import_lib /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/kintexu/kintexu_fpv7 
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx_fpv7.lib 
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx_hp.lib 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Command           ap_source returned 0; 0.01 sec.
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx_fpv.hlp 
@I [HLS-100] Execute             source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx.hlp 
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/target_info.tcl 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/xilinx_interface.hlp 
@I [HLS-100] Execute                 source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/maxi.hlp 
@I [HLS-100] Command                 ap_source returned 0; 0 sec.
@I [HLS-100] Execute                 source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/interface/saxilite.hlp 
@I [HLS-100] Command                 ap_source returned 0; 0 sec.
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Execute               source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/dsp48.hlp 
@I [HLS-100] Command               ap_source returned 0; 0 sec.
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Command           ap_source returned 0; 0.01 sec.
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/kintexu/kintexu_hp.hlp 
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Command         import_lib returned 0; 0.03 sec.
@I [HLS-100] Execute         source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/kintexu/kintexu_fpv7.gen 
@I [HLS-100] Execute           source /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/xilinx/common/xilinx_fpv6.gen 
@I [HLS-100] Command           ap_source returned 0; 0.01 sec.
@I [HLS-100] Command         ap_source returned 0; 0.01 sec.
@I [HLS-100] Command       add_library returned 0; 0.04 sec.
@I [HLS-10] Setting target device to 'xcku060-ffva1156-2-e'
@I [HLS-100] Command     set_part returned 0; 0.28 sec.
@I [HLS-100] Execute     create_clock -period 200MHz -name default 
@I [HLS-100] Execute       config_clock -quiet -name default -period 5.0 -unit ns -default=false 
@I [SYN-201] Setting up clock 'default' with a period of 5ns.
@I [HLS-100] Command       config_clock returned 0; 0 sec.
@I [HLS-100] Command     create_clock returned 0; 0.01 sec.
@I [HLS-100] Execute     set_clock_uncertainty 1.350000 
@I [HLS-100] Execute       config_clock -quiet -name default -uncertainty 1.350000 
@I [SYN-201] Setting up clock 'default' with an uncertainty of 1.35ns.
@I [HLS-100] Command       config_clock returned 0; 0 sec.
@I [HLS-100] Command     set_clock_uncertainty returned 0; 0 sec.
@I [HLS-100] Execute     config_rtl -register_reset 
@I [HLS-100] Command     config_rtl returned 0; 0.01 sec.
@I [HLS-100] Execute     config_interface -m_axi_addr64 
@I [HLS-100] Command     config_interface returned 0; 0 sec.
@I [HLS-100] Execute     csynth_design -skip_cdt 
@I [HLS-100] Execute       elaborate -effort=medium -skip_syncheck=0 -keep_printf=0 -lm=0 -skip_cdt=1 -skip_transform=0 -ng=0 -g=0 -opt_fp=0 
@I [HLS-10] Analyzing design file '/proj/picasso/pourya/playground/edge_detection/src/krnl_sobelfilter_pipelined_asyncmem.cl' ... 
@I [HLS-0] Compiling one TU...
@I [HLS-100] Execute         is_m_axi_addr64 
@I [HLS-100] Command         is_m_axi_addr64 returned 0; 0 sec.
@I [HLS-0] Handling /proj/picasso/pourya/playground/edge_detection/src/krnl_sobelfilter_pipelined_asyncmem.cl as C
@I [HLS-0] Syntax Checker time: 0 seconds per iteration
@I [HLS-0] Source preprocessing
@I [HLS-100] Execute         ap_eval exec clang -fno-limit-debug-info -gcc-toolchain "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/lnx64/tools/gcc" -hls -fno-exceptions  -D__llvm__  -CC -E "/proj/picasso/pourya/playground/edge_detection/src/krnl_sobelfilter_pipelined_asyncmem.cl"     -fno-math-errno -c -emit-llvm -O0  -mllvm -disable-llvm-optzns -std=CL1.2 -D__openclc -target spir64-unknown-linux-gnu   -DAESL_SYN -D__SYNTHESIS__ -D__HLS_SYN__ -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/autopilot" -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/autopilot/ap_sysc" -include etc/autopilot_ssdm_op.h -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/include" -include clc.h  -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/krnl_sobelfilter_pipelined_asyncmem.pp.0.cl" 
@I [HLS-100] Command         ap_eval returned 0; 0.41 sec.
@I [HLS-0] GCC PP time: 0 seconds per iteration
@I [HLS-100] Execute         list_core -type functional_unit 
@I [HLS-100] Command         list_core returned 0; 0 sec.
@I [HLS-0] CDT processor time: 0 seconds per iteration
@I [HLS-0] Pragma handling time: 0 seconds per iteration
@I [HLS-0] Source preprocessing
@I [HLS-100] Execute         ap_eval exec clang -fno-limit-debug-info -gcc-toolchain "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/lnx64/tools/gcc" -hls -fno-exceptions  -D__llvm__  -CC -E "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/krnl_sobelfilter_pipelined_asyncmem.pragma.1.cl"     -fno-math-errno -c -emit-llvm -O0  -mllvm -disable-llvm-optzns -std=CL1.2 -D__openclc -target spir64-unknown-linux-gnu   -DAESL_SYN -D__SYNTHESIS__ -D__HLS_SYN__ -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/autopilot" -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/autopilot/ap_sysc" -include etc/autopilot_ssdm_op.h -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/include" -include clc.h  -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/krnl_sobelfilter_pipelined_asyncmem.pragma.2.cl" 
@I [HLS-100] Command         ap_eval returned 0; 0.11 sec.
@I [HLS-0] Processing labels
@I [HLS-100] Execute         ap_eval exec clang -fno-limit-debug-info -gcc-toolchain /proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/lnx64/tools/gcc -hls -hls-analyze-label -hls-analyze-pragma -fno-exceptions  -D__llvm__  -w  "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/krnl_sobelfilter_pipelined_asyncmem.pragma.2.cl"    -fno-math-errno -c -emit-llvm -O0  -mllvm -disable-llvm-optzns -std=CL1.2 -D__openclc -target spir64-unknown-linux-gnu  -DAESL_SYN -D__SYNTHESIS__ -D__HLS_SYN__ -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/autopilot" -I "/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/common/technology/autopilot/ap_sysc" -include etc/autopilot_ssdm_op.h -g -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/krnl_sobelfilter_pipelined_asyncmem.g.bc" 
@I [HLS-100] Command         ap_eval returned 0; 0.31 sec.
@I [HLS-111] Finished Checking Pragmas Time (s): cpu = 00:00:00.81 ; elapsed = 00:00:02 . Memory (MB): peak = 390.938 ; gain = 51.957 ; free physical = 1888 ; free virtual = 113626
@I [HLS-0] Linking Release ...
@I [HLS-100] Execute         ap_eval exec llvm-ld  "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/krnl_sobelfilter_pipelined_asyncmem.bc"  -disable-opt  -L/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/lnx64/lib -lm_basic -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.o.pre" 
@I [HLS-100] Command         ap_eval returned 0; 0.17 sec.
@I [HLS-100] Execute         ap_eval exec llvm-ld -disable-opt "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.o.pre.bc" -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.o" 
@I [HLS-100] Command         ap_eval returned 0; 0.04 sec.
@I [HLS-100] Execute         ap_eval exec llvm-ld -disable-opt "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.o.pre.bc" -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.o" 
@I [HLS-100] Command         ap_eval returned 0; 0.04 sec.
@I [HLS-0] Link time: 0 seconds per iteration
@I [HLS-0] Linking Debug ...
@I [HLS-100] Execute         ap_eval exec llvm-ld  "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/krnl_sobelfilter_pipelined_asyncmem.g.bc"  -disable-opt  -L/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/lnx64/lib -lm_basic -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.g.pre" 
@I [HLS-100] Command         ap_eval returned 0; 0.05 sec.
@I [HLS-100] Execute         ap_eval exec llvm-ld -disable-opt "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.g.pre.bc" -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.g" 
@I [HLS-100] Command         ap_eval returned 0; 0.04 sec.
@I [HLS-100] Execute         ap_eval exec llvm-ld -disable-opt "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.g.pre.bc" -o "/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.g" 
@I [HLS-100] Command         ap_eval returned 0; 0.05 sec.
@I [HLS-0] Link time: 0 seconds per iteration
@I [HLS-111] Finished Linking Time (s): cpu = 00:00:00.94 ; elapsed = 00:00:02 . Memory (MB): peak = 390.938 ; gain = 51.957 ; free physical = 1880 ; free virtual = 113621
@I [HLS-100] Execute         opt_and_import_c a -opt_level=2 -skip_syncheck=0 -ng=0 -keep_printf=0 
@I [HLS-100] Execute           cleanup_all_models 
@I [HLS-100] Command           cleanup_all_models returned 0; 0 sec.
@I [HLS-10] Starting code transformations ...
@I [HLS-0] OpenCL Compiler optimizing ...
@I [HLS-100] Execute           transform -hls -top=krnl_sobel -xcl-target=hls -xcl-xmlinfo=/proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/../../../kernel.xml -xcl-flatten -xcl-pipes -spir-runtime-support -xcl-ports-metadata -spir-link-builtins -always-inline -xcl-loop-md -reg2mem -xcl-scalarize -xcl-localmem -xcl-constmem -xcl-globalmem -mem2reg -instcombine -dce -loop-simplify -reg2mem -spir-kernel-coarsening -reg2mem -mem2reg -xcl-array-md -instcombine -dce -simplifycfg -spir-lower-builtins -spir-link-builtins -always-inline -spir-remove-always-inlined -xcl-hls-lowering -spir-discard-spir -strip-dead-prototypes -mem2reg /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.g.bc -o /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.cl.0.bc -f 
@I [HLS-100] Command           transform returned 0; 36.7 sec.
@I [HLS-100] Execute           is_encrypted /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.cl.0.bc 
@I [HLS-100] Command           is_encrypted returned 0; 0 sec.
@I [HLS-100] Execute           ap_eval exec llvm-dis -show-annotations /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.cl.0.bc -o /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.cl.0.ll -f 
@I [HLS-100] Command           ap_eval returned 0; 0.13 sec.
@I [HLS-0] Processing address spaces and calling conventions ...
@I [HLS-100] Execute           ap_eval exec llvm-as /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.cl.1.ll -o /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.cl.1.bc -f 
@I [HLS-100] Command           ap_eval returned 0; 0.11 sec.
@I [HLS-100] Execute           ap_eval exec llvm-ld /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.cl.1.bc -disable-opt -L/proj/xbuilds/2016.1_sdaccel_daily_latest/installs/lin64/SDAccel/2016.1/Vivado_HLS/lnx64/lib -lm_basic -o /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.pp 
@I [HLS-100] Command           ap_eval returned 0; 0.11 sec.
@I [HLS-100] Execute           transform -promote-dbg-pointer /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.pp.bc -o /proj/picasso/pourya/playground/edge_detection/edgedetection_example/impl/kernels/krnl_sobel/krnl_sobel/solution_OCL_REGION_0/.autopilot/db/a.pp.0.bc -f 
@I [HLS-100] Command           transform returned 0; 0.04 sec.
